date_of_bite,year,month,day_of_month,number_of_bites,precipitation,temperature_max,temperature_min,foggy_or_not,temperature_avg
2017-07-15,2017,7,15,16,0.0,84,68,1,76.0
2017-07-16,2017,7,16,13,0.0,87,68,0,77.5
2017-07-17,2017,7,17,14,0.0,85,73,0,79.0
2017-07-18,2017,7,18,8,0.0,88,73,0,80.5
2017-07-19,2017,7,19,11,0.0,92,77,0,84.5
2017-07-20,2017,7,20,11,0.01,94,77,0,85.5
2017-07-21,2017,7,21,17,0.0,92,76,0,84.0
2017-07-22,2017,7,22,17,0.57,92,71,1,81.5
2017-07-23,2017,7,23,12,0.06,79,71,1,75.0
2017-07-24,2017,7,24,12,0.74,73,63,1,68.0
2017-07-25,2017,7,25,10,0.0,71,62,0,66.5
2017-07-26,2017,7,26,10,0.0,77,65,0,71.0
2017-07-27,2017,7,27,13,0.0,78,65,0,71.5
2017-07-28,2017,7,28,12,0.0,85,71,1,78.0
2017-07-29,2017,7,29,11,0.0,77,67,0,72.0
2017-07-30,2017,7,30,13,0.0,82,64,0,73.0
2017-07-31,2017,7,31,7,0.0,88,66,0,77.0
2017-08-01,2017,8,1,14,0.0,92,71,0,81.5
2017-08-02,2017,8,2,14,0.09,86,69,1,77.5
2017-08-03,2017,8,3,7,0.0,87,68,1,77.5
2017-08-04,2017,8,4,13,0.15,84,69,1,76.5
2017-08-05,2017,8,5,16,0.3,78,69,1,73.5
2017-08-06,2017,8,6,10,0.0,76,64,0,70.0
2017-08-07,2017,8,7,6,0.76,71,64,1,67.5
2017-08-08,2017,8,8,18,0.0,78,65,1,71.5
2017-08-09,2017,8,9,15,0.0,85,64,0,74.5
2017-08-10,2017,8,10,9,0.0,83,68,0,75.5
2017-08-11,2017,8,11,9,0.0,82,69,0,75.5
2017-08-12,2017,8,12,16,0.11,77,64,1,70.5
2017-08-13,2017,8,13,11,0.0,83,71,0,77.0
2017-08-14,2017,8,14,9,0.0,80,70,0,75.0
2017-08-15,2017,8,15,11,0.45,74,68,1,71.0
2017-08-16,2017,8,16,16,0.0,87,70,1,78.5
2017-08-17,2017,8,17,12,0.0,83,69,1,76.0
2017-08-18,2017,8,18,5,0.88,82,73,1,77.5
2017-08-19,2017,8,19,8,0.0,86,73,1,79.5
2017-08-20,2017,8,20,11,0.0,81,69,0,75.0
2017-08-21,2017,8,21,10,0.0,87,71,0,79.0
2017-08-22,2017,8,22,9,0.3,89,72,1,80.5
2017-08-23,2017,8,23,10,0.0,81,70,1,75.5
2017-08-24,2017,8,24,6,0.0,80,65,0,72.5
2017-08-25,2017,8,25,8,0.0,78,63,0,70.5
2017-08-26,2017,8,26,8,0.0,78,62,0,70.0
2017-08-27,2017,8,27,11,0.0,78,63,0,70.5
2017-08-28,2017,8,28,12,0.0,76,63,0,69.5
2017-08-29,2017,8,29,5,0.29,68,61,1,64.5
2017-08-30,2017,8,30,14,0.01,78,60,1,69.0
2017-08-31,2017,8,31,14,0.0,81,64,0,72.5
2017-09-01,2017,9,1,14,0.0,71,55,0,63.0
2017-09-02,2017,9,2,9,0.53,68,54,1,61.0
2017-09-03,2017,9,3,7,0.74,69,59,1,64.0
2017-09-04,2017,9,4,18,0.0,80,61,0,70.5
2017-09-05,2017,9,5,7,0.0,85,69,0,77.0
2017-09-06,2017,9,6,8,0.42,72,61,1,66.5
2017-09-07,2017,9,7,5,0.01,71,59,1,65.0
2017-09-08,2017,9,8,8,0.0,71,58,0,64.5
2017-09-09,2017,9,9,12,0.0,70,55,0,62.5
2017-09-10,2017,9,10,11,0.0,72,57,0,64.5
2017-09-11,2017,9,11,10,0.0,76,55,0,65.5
2017-09-12,2017,9,12,7,0.0,78,59,0,68.5
2017-09-13,2017,9,13,13,0.06,83,64,1,73.5
2017-09-14,2017,9,14,7,0.02,81,70,1,75.5
2017-09-15,2017,9,15,8,0.0,81,67,0,74.0
2017-09-16,2017,9,16,22,0.0,82,70,1,76.0
2017-09-17,2017,9,17,18,0.0,81,68,1,74.5
2017-09-18,2017,9,18,12,0.0,73,68,1,70.5
2017-09-19,2017,9,19,9,0.22,78,69,1,73.5
2017-09-20,2017,9,20,14,0.0,79,71,0,75.0
2017-09-21,2017,9,21,5,0.0,80,71,0,75.5
2017-09-22,2017,9,22,10,0.0,82,66,0,74.0
2017-09-23,2017,9,23,9,0.0,87,68,0,77.5
2017-09-24,2017,9,24,9,0.0,91,69,0,80.0
2017-09-25,2017,9,25,14,0.0,88,70,0,79.0
2017-09-26,2017,9,26,4,0.0,84,68,1,76.0
2017-09-27,2017,9,27,11,0.0,87,69,0,78.0
2017-09-28,2017,9,28,6,0.0,79,59,1,69.0
2017-09-29,2017,9,29,14,0.0,68,55,0,61.5
2017-09-30,2017,9,30,12,0.0,66,54,0,60.0
2017-10-01,2017,10,1,8,0.0,68,50,0,59.0
2017-10-02,2017,10,2,6,0.0,73,52,0,62.5
2017-10-03,2017,10,3,8,0.0,71,57,0,64.0
2017-10-04,2017,10,4,9,0.0,75,56,0,65.5
2017-10-05,2017,10,5,14,0.0,83,65,0,74.0
2017-10-06,2017,10,6,7,0.0,82,68,0,75.0
2017-10-07,2017,10,7,6,0.0,81,66,1,73.5
2017-10-08,2017,10,8,4,0.22,77,72,1,74.5
2017-10-09,2017,10,9,8,0.26,77,71,1,74.0
2017-10-10,2017,10,10,11,0.0,81,66,0,73.5
2017-10-11,2017,10,11,9,0.06,77,60,1,68.5
2017-10-12,2017,10,12,11,0.07,64,55,1,59.5
2017-10-13,2017,10,13,6,0.0,67,52,1,59.5
2017-10-14,2017,10,14,10,0.08,72,61,1,66.5
2017-10-15,2017,10,15,7,0.0,74,65,1,69.5
2017-10-16,2017,10,16,6,0.01,69,46,0,57.5
2017-10-17,2017,10,17,6,0.0,58,42,0,50.0
2017-10-18,2017,10,18,7,0.0,72,50,0,61.0
2017-10-19,2017,10,19,2,0.0,71,56,0,63.5
2017-10-20,2017,10,20,11,0.0,73,57,0,65.0
2017-10-21,2017,10,21,18,0.0,78,56,0,67.0
2017-10-22,2017,10,22,10,0.0,76,57,0,66.5
2017-10-23,2017,10,23,8,0.0,74,61,0,67.5
2017-10-24,2017,10,24,9,0.2,74,67,1,70.5
2017-10-25,2017,10,25,7,0.0,67,57,1,62.0
2017-10-26,2017,10,26,8,0.0,58,50,0,54.0
2017-10-27,2017,10,27,7,0.0,62,47,0,54.5
2017-10-28,2017,10,28,16,0.0,69,55,0,62.0
2017-10-29,2017,10,29,7,3.03,67,60,1,63.5
2017-10-30,2017,10,30,10,0.25,61,46,1,53.5
2017-10-31,2017,10,31,7,0.0,57,45,0,51.0
2017-11-01,2017,11,1,8,0.0,59,43,0,51.0
2017-11-02,2017,11,2,6,0.0,72,58,1,65.0
2017-11-03,2017,11,3,6,0.0,74,51,0,62.5
2017-11-04,2017,11,4,8,0.0,56,46,0,51.0
2017-11-05,2017,11,5,9,0.02,61,51,1,56.0
2017-11-06,2017,11,6,10,0.01,66,46,1,56.0
2017-11-07,2017,11,7,8,0.7,49,40,1,44.5
2017-11-08,2017,11,8,7,0.0,49,39,0,44.0
2017-11-09,2017,11,9,6,0.0,55,39,0,47.0
2017-11-10,2017,11,10,9,0.01,51,25,1,38.0
2017-11-11,2017,11,11,17,0.0,38,24,0,31.0
2017-11-12,2017,11,12,7,0.0,46,32,0,39.0
2017-11-13,2017,11,13,6,0.07,47,39,1,43.0
2017-11-14,2017,11,14,4,0.0,48,35,0,41.5
2017-11-15,2017,11,15,14,0.0,51,37,0,44.0
2017-11-16,2017,11,16,9,0.2,57,43,1,50.0
2017-11-17,2017,11,17,14,0.0,47,37,0,42.0
2017-11-18,2017,11,18,5,0.1,56,34,1,45.0
2017-11-19,2017,11,19,10,0.23,59,38,0,48.5
2017-11-20,2017,11,20,6,0.0,47,36,0,41.5
2017-11-21,2017,11,21,3,0.0,58,42,0,50.0
2017-11-22,2017,11,22,10,0.21,56,35,1,45.5
2017-11-23,2017,11,23,7,0.0,43,31,0,37.0
2017-11-24,2017,11,24,4,0.0,50,35,0,42.5
2017-11-25,2017,11,25,4,0.0,57,43,0,50.0
2017-11-26,2017,11,26,6,0.0,51,40,0,45.5
2017-11-27,2017,11,27,5,0.0,51,39,0,45.0
2017-11-28,2017,11,28,8,0.0,54,36,0,45.0
2017-11-29,2017,11,29,9,0.0,63,42,0,52.5
2017-11-30,2017,11,30,4,0.03,53,38,0,45.5
2017-12-01,2017,12,1,6,0.0,52,42,0,47.0
2017-12-02,2017,12,2,6,0.0,48,39,0,43.5
2017-12-03,2017,12,3,8,0.0,48,42,0,45.0
2017-12-04,2017,12,4,7,0.0,51,40,1,45.5
2017-12-05,2017,12,5,14,0.75,61,50,1,55.5
2017-12-06,2017,12,6,9,0.0,59,40,0,49.5
2017-12-07,2017,12,7,5,0.0,44,37,0,40.5
2017-12-08,2017,12,8,8,0.0,39,34,0,36.5
2017-12-09,2017,12,9,8,0.46,35,30,1,32.5
2017-12-10,2017,12,10,8,0.0,39,29,1,34.0
2017-12-11,2017,12,11,8,0.0,41,33,0,37.0
2017-12-12,2017,12,12,9,0.0,50,29,1,39.5
2017-12-13,2017,12,13,7,0.0,31,20,0,25.5
2017-12-14,2017,12,14,3,0.09,32,22,1,27.0
2017-12-15,2017,12,15,6,0.11,28,20,1,24.0
2017-12-16,2017,12,16,7,0.0,39,23,0,31.0
2017-12-17,2017,12,17,10,0.0,38,32,0,35.0
2017-12-18,2017,12,18,11,0.02,47,34,1,40.5
2017-12-19,2017,12,19,10,0.0,55,45,0,50.0
2017-12-20,2017,12,20,7,0.0,51,34,0,42.5
2017-12-21,2017,12,21,14,0.0,39,32,0,35.5
2017-12-22,2017,12,22,10,0.0,50,35,1,42.5
2017-12-23,2017,12,23,4,0.49,48,38,1,43.0
2017-12-24,2017,12,24,4,0.01,41,36,1,38.5
2017-12-25,2017,12,25,6,0.23,38,28,1,33.0
2017-12-26,2017,12,26,6,0.0,28,23,0,25.5
2017-12-27,2017,12,27,6,0.0,24,17,0,20.5
2017-12-28,2017,12,28,6,0.0,18,11,0,14.5
2017-12-29,2017,12,29,6,0.0,22,11,0,16.5
2017-12-30,2017,12,30,4,0.05,23,17,1,20.0
2017-12-31,2017,12,31,6,0.0,21,9,0,15.0
2018-01-01,2018,1,1,15,0.0,19,7,0,13.0
2018-01-02,2018,1,2,6,0.0,26,13,0,19.5
2018-01-03,2018,1,3,7,0.0,30,16,0,23.0
2018-01-04,2018,1,4,7,0.76,29,19,1,24.0
2018-01-05,2018,1,5,6,0.0,19,9,0,14.0
2018-01-06,2018,1,6,8,0.0,13,6,0,9.5
2018-01-07,2018,1,7,7,0.0,18,5,0,11.5
2018-01-08,2018,1,8,10,0.01,31,17,0,24.0
2018-01-09,2018,1,9,6,0.0,44,30,0,37.0
2018-01-10,2018,1,10,6,0.0,43,30,0,36.5
2018-01-11,2018,1,11,6,0.0,53,41,1,47.0
2018-01-12,2018,1,12,7,0.54,61,44,1,52.5
2018-01-13,2018,1,13,8,0.05,58,19,1,38.5
2018-01-14,2018,1,14,10,0.0,25,15,0,20.0
2018-01-15,2018,1,15,8,0.0,30,16,0,23.0
2018-01-16,2018,1,16,3,0.0,36,25,0,30.5
2018-01-17,2018,1,17,3,0.19,36,22,1,29.0
2018-01-18,2018,1,18,7,0.0,32,18,0,25.0
2018-01-19,2018,1,19,5,0.0,41,24,0,32.5
2018-01-20,2018,1,20,9,0.0,52,38,0,45.0
2018-01-21,2018,1,21,7,0.0,50,42,0,46.0
2018-01-22,2018,1,22,7,0.01,49,38,1,43.5
2018-01-23,2018,1,23,11,0.3,60,38,1,49.0
2018-01-24,2018,1,24,6,0.0,44,27,0,35.5
2018-01-25,2018,1,25,7,0.0,34,23,0,28.5
2018-01-26,2018,1,26,2,0.0,38,26,0,32.0
2018-01-27,2018,1,27,6,0.0,56,35,0,45.5
2018-01-28,2018,1,28,9,0.21,55,46,1,50.5
2018-01-29,2018,1,29,8,0.0,47,35,0,41.0
2018-01-30,2018,1,30,4,0.11,36,24,1,30.0
2018-01-31,2018,1,31,5,0.0,33,18,0,25.5
2018-02-01,2018,2,1,10,0.05,45,32,0,38.5
2018-02-02,2018,2,2,5,0.18,41,17,1,29.0
2018-02-03,2018,2,3,4,0.0,31,16,0,23.5
2018-02-04,2018,2,4,9,0.96,46,30,1,38.0
2018-02-05,2018,2,5,7,0.0,40,26,1,33.0
2018-02-06,2018,2,6,7,0.0,37,26,0,31.5
2018-02-07,2018,2,7,5,0.85,45,30,1,37.5
2018-02-08,2018,2,8,8,0.0,33,25,0,29.0
2018-02-09,2018,2,9,5,0.0,39,26,0,32.5
2018-02-10,2018,2,10,4,0.58,50,39,1,44.5
2018-02-11,2018,2,11,8,1.21,62,45,1,53.5
2018-02-12,2018,2,12,5,0.0,62,32,0,47.0
2018-02-13,2018,2,13,7,0.0,38,26,0,32.0
2018-02-14,2018,2,14,9,0.08,53,35,0,44.0
2018-02-15,2018,2,15,4,0.16,62,46,1,54.0
2018-02-16,2018,2,16,8,0.09,58,36,1,47.0
2018-02-17,2018,2,17,7,0.52,40,28,1,34.0
2018-02-18,2018,2,18,6,0.01,44,33,1,38.5
2018-02-19,2018,2,19,5,0.04,49,36,1,42.5
2018-02-20,2018,2,20,7,0.0,67,47,1,57.0
2018-02-21,2018,2,21,12,0.06,78,55,1,66.5
2018-02-22,2018,2,22,7,0.17,59,37,1,48.0
2018-02-23,2018,2,23,6,0.06,42,36,1,39.0
2018-02-24,2018,2,24,11,0.08,55,42,1,48.5
2018-02-25,2018,2,25,8,0.73,44,40,1,42.0
2018-02-26,2018,2,26,10,0.0,52,43,1,47.5
2018-02-27,2018,2,27,4,0.0,56,39,0,47.5
2018-02-28,2018,2,28,7,0.0,61,42,0,51.5
2018-03-01,2018,3,1,4,0.38,60,44,1,52.0
2018-03-02,2018,3,2,5,1.86,44,34,1,39.0
2018-03-03,2018,3,3,5,0.0,49,36,0,42.5
2018-03-04,2018,3,4,9,0.0,44,34,0,39.0
2018-03-05,2018,3,5,9,0.0,43,33,0,38.0
2018-03-06,2018,3,6,9,0.0,47,32,0,39.5
2018-03-07,2018,3,7,3,1.41,39,33,1,36.0
2018-03-08,2018,3,8,1,0.0,39,33,0,36.0
2018-03-09,2018,3,9,11,0.0,42,30,0,36.0
2018-03-10,2018,3,10,7,0.0,40,31,0,35.5
2018-03-11,2018,3,11,10,0.0,45,32,0,38.5
2018-03-12,2018,3,12,8,0.08,43,32,1,37.5
2018-03-13,2018,3,13,9,0.28,40,33,1,36.5
2018-03-14,2018,3,14,5,0.01,41,31,1,36.0
2018-03-15,2018,3,15,7,0.0,48,32,0,40.0
2018-03-16,2018,3,16,7,0.0,40,30,0,35.0
2018-03-17,2018,3,17,16,0.0,48,27,0,37.5
2018-03-18,2018,3,18,7,0.0,43,28,0,35.5
2018-03-19,2018,3,19,8,0.0,47,33,0,40.0
2018-03-20,2018,3,20,14,0.0,39,30,0,34.5
2018-03-21,2018,3,21,3,0.99,39,31,1,35.0
2018-03-22,2018,3,22,6,0.06,50,32,1,41.0
2018-03-23,2018,3,23,11,0.0,49,35,0,42.0
2018-03-24,2018,3,24,3,0.0,51,35,0,43.0
2018-03-25,2018,3,25,7,0.0,45,33,0,39.0
2018-03-26,2018,3,26,10,0.0,50,34,0,42.0
2018-03-27,2018,3,27,7,0.01,47,34,1,40.5
2018-03-28,2018,3,28,10,0.03,52,38,1,45.0
2018-03-29,2018,3,29,6,0.03,53,49,1,51.0
2018-03-30,2018,3,30,8,0.03,62,44,1,53.0
2018-03-31,2018,3,31,11,0.0,58,39,0,48.5
2018-04-01,2018,4,1,12,0.0,60,43,0,51.5
2018-04-02,2018,4,2,8,0.59,43,33,1,38.0
2018-04-03,2018,4,3,6,0.26,43,39,1,41.0
2018-04-04,2018,4,4,14,0.04,56,40,1,48.0
2018-04-05,2018,4,5,6,0.0,45,34,0,39.5
2018-04-06,2018,4,6,5,0.11,62,37,1,49.5
2018-04-07,2018,4,7,10,0.0,49,37,0,43.0
2018-04-08,2018,4,8,10,0.0,46,32,0,39.0
2018-04-09,2018,4,9,5,0.0,49,32,0,40.5
2018-04-10,2018,4,10,8,0.01,51,38,1,44.5
2018-04-11,2018,4,11,10,0.0,51,37,0,44.0
2018-04-12,2018,4,12,7,0.0,63,46,0,54.5
2018-04-13,2018,4,13,5,0.0,82,60,0,71.0
2018-04-14,2018,4,14,21,0.0,77,44,1,60.5
2018-04-15,2018,4,15,8,0.47,44,38,1,41.0
2018-04-16,2018,4,16,7,2.82,60,39,1,49.5
2018-04-17,2018,4,17,10,0.0,47,39,0,43.0
2018-04-18,2018,4,18,13,0.0,55,37,0,46.0
2018-04-19,2018,4,19,3,0.15,49,38,1,43.5
2018-04-20,2018,4,20,3,0.0,50,37,0,43.5
2018-04-21,2018,4,21,11,0.0,63,39,0,51.0
2018-04-22,2018,4,22,6,0.0,67,44,0,55.5
2018-04-23,2018,4,23,9,0.0,68,46,0,57.0
2018-04-24,2018,4,24,7,0.05,66,46,1,56.0
2018-04-25,2018,4,25,9,0.95,60,52,1,56.0
2018-04-26,2018,4,26,6,0.1,70,55,1,62.5
2018-04-27,2018,4,27,11,0.05,59,51,1,55.0
2018-04-28,2018,4,28,7,0.1,68,50,1,59.0
2018-04-29,2018,4,29,7,0.08,59,47,1,53.0
2018-04-30,2018,4,30,2,0.0,51,44,0,47.5
2018-05-01,2018,5,1,15,0.0,80,48,0,64.0
2018-05-02,2018,5,2,17,0.0,90,65,0,77.5
2018-05-03,2018,5,3,12,0.02,92,70,1,81.0
2018-05-04,2018,5,4,6,0.0,84,72,0,78.0
2018-05-05,2018,5,5,13,0.0,76,61,0,68.5
2018-05-06,2018,5,6,5,0.0,66,56,0,61.0
2018-05-07,2018,5,7,15,0.0,77,54,0,65.5
2018-05-08,2018,5,8,6,0.0,74,53,0,63.5
2018-05-09,2018,5,9,9,0.0,77,54,1,65.5
2018-05-10,2018,5,10,10,0.25,66,54,1,60.0
2018-05-11,2018,5,11,7,0.0,73,60,0,66.5
2018-05-12,2018,5,12,13,0.22,63,51,1,57.0
2018-05-13,2018,5,13,7,0.1,54,52,1,53.0
2018-05-14,2018,5,14,10,0.03,71,52,1,61.5
2018-05-15,2018,5,15,11,0.58,88,61,1,74.5
2018-05-16,2018,5,16,10,0.34,64,56,1,60.0
2018-05-17,2018,5,17,10,0.22,71,56,1,63.5
2018-05-18,2018,5,18,8,0.0,67,56,1,61.5
2018-05-19,2018,5,19,7,0.65,56,49,1,52.5
2018-05-20,2018,5,20,10,0.0,81,56,1,68.5
2018-05-21,2018,5,21,11,0.0,79,58,0,68.5
2018-05-22,2018,5,22,10,0.29,68,55,1,61.5
2018-05-23,2018,5,23,11,0.29,81,59,1,70.0
2018-05-24,2018,5,24,12,0.0,83,63,0,73.0
2018-05-25,2018,5,25,14,0.0,86,65,0,75.5
2018-05-26,2018,5,26,12,0.0,89,72,0,80.5
2018-05-27,2018,5,27,3,0.44,80,56,1,68.0
2018-05-28,2018,5,28,15,0.0,69,56,0,62.5
2018-05-29,2018,5,29,5,0.0,89,63,1,76.0
2018-05-30,2018,5,30,11,0.0,78,61,1,69.5
2018-05-31,2018,5,31,7,0.1,68,63,1,65.5
2018-06-01,2018,6,1,16,0.27,81,65,1,73.0
2018-06-02,2018,6,2,21,0.08,87,66,1,76.5
2018-06-03,2018,6,3,8,0.25,66,51,1,58.5
2018-06-04,2018,6,4,10,0.16,71,51,1,61.0
2018-06-05,2018,6,5,6,0.0,75,58,1,66.5
2018-06-06,2018,6,6,10,0.0,71,58,0,64.5
2018-06-07,2018,6,7,11,0.0,71,60,0,65.5
2018-06-08,2018,6,8,17,0.0,82,60,0,71.0
2018-06-09,2018,6,9,13,0.0,83,67,0,75.0
2018-06-10,2018,6,10,10,0.01,73,58,0,65.5
2018-06-11,2018,6,11,15,0.0,73,58,0,65.5
2018-06-12,2018,6,12,19,0.0,75,57,0,66.0
2018-06-13,2018,6,13,14,0.04,78,63,1,70.5
2018-06-14,2018,6,14,15,0.0,84,67,0,75.5
2018-06-15,2018,6,15,12,0.0,76,63,0,69.5
2018-06-16,2018,6,16,14,0.0,85,64,0,74.5
2018-06-17,2018,6,17,17,0.0,91,66,0,78.5
2018-06-18,2018,6,18,9,0.08,91,73,1,82.0
2018-06-19,2018,6,19,8,0.07,88,75,1,81.5
2018-06-20,2018,6,20,8,0.09,83,69,1,76.0
2018-06-21,2018,6,21,16,0.59,83,65,1,74.0
2018-06-22,2018,6,22,14,0.1,75,62,1,68.5
2018-06-23,2018,6,23,21,0.0,66,62,0,64.0
2018-06-24,2018,6,24,12,0.0,84,66,1,75.0
2018-06-25,2018,6,25,12,0.0,81,67,0,74.0
2018-06-26,2018,6,26,11,0.0,78,61,0,69.5
2018-06-27,2018,6,27,17,0.01,73,66,1,69.5
2018-06-28,2018,6,28,5,1.36,83,70,1,76.5
2018-06-29,2018,6,29,12,0.0,89,70,0,79.5
2018-06-30,2018,6,30,12,0.0,93,72,0,82.5
2018-07-01,2018,7,1,15,0.0,96,79,0,87.5
2018-07-02,2018,7,2,9,0.0,95,79,0,87.0
2018-07-03,2018,7,3,7,0.01,92,77,1,84.5
2018-07-04,2018,7,4,21,0.0,86,77,1,81.5
2018-07-05,2018,7,5,12,0.0,90,76,1,83.0
2018-07-06,2018,7,6,8,0.23,80,69,1,74.5
2018-07-07,2018,7,7,14,0.0,78,62,0,70.0
2018-07-08,2018,7,8,6,0.0,84,62,0,73.0
2018-07-09,2018,7,9,4,0.0,87,67,0,77.0
2018-07-10,2018,7,10,9,0.0,93,72,0,82.5
2018-07-11,2018,7,11,9,0.0,88,74,0,81.0
2018-07-12,2018,7,12,11,0.71,84,64,1,74.0
2018-07-13,2018,7,13,8,0.0,84,68,0,76.0
2018-07-14,2018,7,14,11,0.36,88,70,1,79.0
2018-07-15,2018,7,15,11,0.64,83,69,1,76.0
2018-07-16,2018,7,16,9,0.0,90,75,0,82.5
2018-07-17,2018,7,17,12,2.24,88,70,1,79.0
2018-07-18,2018,7,18,11,0.0,85,66,1,75.5
2018-07-19,2018,7,19,15,0.0,83,66,0,74.5
2018-07-20,2018,7,20,8,0.0,82,69,0,75.5
2018-07-21,2018,7,21,13,0.63,79,65,1,72.0
2018-07-22,2018,7,22,10,1.06,79,70,1,74.5
2018-07-23,2018,7,23,5,0.17,80,73,1,76.5
2018-07-24,2018,7,24,16,0.02,82,75,1,78.5
2018-07-25,2018,7,25,17,0.73,77,72,1,74.5
2018-07-26,2018,7,26,10,0.03,85,72,1,78.5
2018-07-27,2018,7,27,16,0.25,86,68,1,77.0
2018-07-28,2018,7,28,17,0.0,85,70,1,77.5
2018-07-29,2018,7,29,15,0.0,82,70,0,76.0
2018-07-30,2018,7,30,13,0.37,78,68,1,73.0
2018-07-31,2018,7,31,16,0.0,82,68,0,75.0
2018-08-01,2018,8,1,8,0.1,84,74,1,79.0
2018-08-02,2018,8,2,4,0.51,86,76,1,81.0
2018-08-03,2018,8,3,13,0.24,85,73,1,79.0
2018-08-04,2018,8,4,10,0.74,84,72,1,78.0
2018-08-05,2018,8,5,8,0.0,91,73,0,82.0
2018-08-06,2018,8,6,11,0.0,92,77,0,84.5
2018-08-07,2018,8,7,9,0.05,90,74,1,82.0
2018-08-08,2018,8,8,15,0.0,90,76,0,83.0
2018-08-09,2018,8,9,5,0.61,86,73,1,79.5
2018-08-10,2018,8,10,14,0.0,86,72,0,79.0
2018-08-11,2018,8,11,13,2.9,80,70,1,75.0
2018-08-12,2018,8,12,3,0.0,84,72,1,78.0
2018-08-13,2018,8,13,10,0.66,75,71,1,73.0
2018-08-14,2018,8,14,6,0.79,82,71,1,76.5
2018-08-15,2018,8,15,8,0.0,86,70,0,78.0
2018-08-16,2018,8,16,17,0.0,88,76,0,82.0
2018-08-17,2018,8,17,13,1.04,87,72,1,79.5
2018-08-18,2018,8,18,14,0.07,85,71,1,78.0
2018-08-19,2018,8,19,19,0.02,72,67,1,69.5
2018-08-20,2018,8,20,10,0.0,74,67,1,70.5
2018-08-21,2018,8,21,14,0.11,79,66,1,72.5
2018-08-22,2018,8,22,7,0.72,82,71,1,76.5
2018-08-23,2018,8,23,10,0.0,77,65,0,71.0
2018-08-24,2018,8,24,8,0.0,82,65,0,73.5
2018-08-25,2018,8,25,15,0.0,80,68,0,74.0
2018-08-26,2018,8,26,10,0.0,83,69,0,76.0
2018-08-27,2018,8,27,9,0.0,88,74,0,81.0
2018-08-28,2018,8,28,8,0.0,94,79,0,86.5
2018-08-29,2018,8,29,9,0.0,92,81,0,86.5
2018-08-30,2018,8,30,7,0.0,90,78,0,84.0
2018-08-31,2018,8,31,13,0.03,78,69,1,73.5
2018-09-01,2018,9,1,9,0.0,78,69,0,73.5
2018-09-02,2018,9,2,5,0.0,81,68,0,74.5
2018-09-03,2018,9,3,9,0.0,90,75,0,82.5
2018-09-04,2018,9,4,9,0.0,92,77,0,84.5
2018-09-05,2018,9,5,4,0.0,89,77,0,83.0
2018-09-06,2018,9,6,9,0.36,93,73,1,83.0
2018-09-07,2018,9,7,8,0.0,75,69,1,72.0
2018-09-08,2018,9,8,6,0.02,71,61,0,66.0
2018-09-09,2018,9,9,13,0.45,62,55,1,58.5
2018-09-10,2018,9,10,9,0.93,64,54,1,59.0
2018-09-11,2018,9,11,11,0.02,74,62,1,68.0
2018-09-12,2018,9,12,5,0.15,77,71,1,74.0
2018-09-13,2018,9,13,8,0.13,76,69,1,72.5
2018-09-14,2018,9,14,9,0.0,75,68,1,71.5
2018-09-15,2018,9,15,10,0.0,80,67,0,73.5
2018-09-16,2018,9,16,9,0.0,84,67,0,75.5
2018-09-17,2018,9,17,14,0.01,79,68,0,73.5
2018-09-18,2018,9,18,7,1.19,79,70,1,74.5
2018-09-19,2018,9,19,7,0.0,81,68,0,74.5
2018-09-20,2018,9,20,7,0.0,72,65,0,68.5
2018-09-21,2018,9,21,14,0.0,72,67,0,69.5
2018-09-22,2018,9,22,9,0.0,74,62,0,68.0
2018-09-23,2018,9,23,9,0.0,66,60,0,63.0
2018-09-24,2018,9,24,7,0.0,69,57,0,63.0
2018-09-25,2018,9,25,12,1.95,73,59,1,66.0
2018-09-26,2018,9,26,11,0.21,82,69,1,75.5
2018-09-27,2018,9,27,7,0.0,72,61,0,66.5
2018-09-28,2018,9,28,6,0.77,65,56,1,60.5
2018-09-29,2018,9,29,17,0.0,72,58,0,65.0
2018-09-30,2018,9,30,12,0.0,70,54,0,62.0
2018-10-01,2018,10,1,4,0.0,76,63,0,69.5
2018-10-02,2018,10,2,4,0.69,77,65,1,71.0
2018-10-03,2018,10,3,15,0.0,74,63,0,68.5
2018-10-04,2018,10,4,7,0.04,76,61,1,68.5
2018-10-05,2018,10,5,13,0.0,71,60,0,65.5
2018-10-06,2018,10,6,9,0.0,68,63,1,65.5
2018-10-07,2018,10,7,10,0.0,79,67,1,73.0
2018-10-08,2018,10,8,8,0.0,74,64,1,69.0
2018-10-09,2018,10,9,8,0.0,77,66,1,71.5
2018-10-10,2018,10,10,12,0.0,80,71,1,75.5
2018-10-11,2018,10,11,9,0.84,77,69,1,73.0
2018-10-12,2018,10,12,6,0.43,68,51,1,59.5
2018-10-13,2018,10,13,11,0.1,55,46,1,50.5
2018-10-14,2018,10,14,6,0.0,58,47,0,52.5
2018-10-15,2018,10,15,5,0.05,68,52,1,60.0
2018-10-16,2018,10,16,9,0.01,60,47,0,53.5
2018-10-17,2018,10,17,6,0.0,61,46,0,53.5
2018-10-18,2018,10,18,5,0.0,50,42,0,46.0
2018-10-19,2018,10,19,4,0.0,60,43,0,51.5
2018-10-20,2018,10,20,13,0.06,62,51,0,56.5
2018-10-21,2018,10,21,7,0.0,51,39,0,45.0
